97,345,742,286,87,46,51,204
102,367,680,299,76,39,52,192
114,362,676,317,83,45,60,216
145,432,636,326,90,52,78,321
144,444,640,316,87,54,77,329
144,464,722,416,96,60,118,338
146,434,765,424,97,58,118,343
147,441,822,414,97,59,118,391
144,368,793,406,84,57,107,408
172,362,790,421,86,66,127,441
191,434,842,357,81,61,94,451
186,437,823,320,83,64,90,455
177,428,792,330,72,59,86,398
155,406,758,371,74,56,84,310
124,410,743,372,77,48,56,246
84,325,607,342,73,45,47,217
81,301,626,351,68,41,47,205
91,269,771,346,70,42,65,298
102,310,813,325,70,41,64,286
116,304,836,303,62,37,61,285
120,288,807,306,69,37,61,282
123,314,784,324,82,44,72,272
119,375,670,325,101,57,71,203
130,351,684,322,121,66,82,207
123,346,695,353,129,68,82,202
134,344,744,368,125,68,86,211
182,338,826,409,138,78,123,341
180,288,774,428,130,73,119,326
171,310,744,421,111,65,120,397
170,299,659,391,99,63,123,421
168,393,680,401,103,62,120,417
123,404,615,384,85,45,71,318
122,406,685,388,82,44,71,343
130,452,690,382,85,43,60,257
174,465,709,391,95,46,67,328
196,491,789,455,121,59,93,370
203,517,818,421,120,62,100,478
217,509,802,420,119,58,98,489
217,499,813,428,117,57,103,518
186,503,880,470,112,57,101,491
171,395,823,483,84,41,81,478
168,351,762,470,71,34,79,373
161,353,735,461,63,39,96,432
151,274,769,494,68,44,94,414
143,232,691,444,61,40,84,371
147,255,655,323,55,44,85,368
132,248,649,325,61,45,87,369
126,385,631,361,97,60,84,341
128,408,544,308,99,58,79,339
150,417,603,328,108,63,85,350
147,428,659,347,118,62,85,354
153,429,680,341,117,62,80,352
144,305,680,292,97,47,68,269
155,315,701,382,102,49,74,305
135,346,747,364,91,42,66,294
120,354,694,372,81,41,70,306
122,350,683,374,80,41,72,368
152,369,701,365,74,41,70,381
144,344,655,277,62,38,67,333
156,321,531,297,71,43,68,347
151,280,510,274,63,43,60,306
139,291,538,286,60,40,53,224
105,278,556,326,56,37,46,197
104,266,577,337,57,41,60,206
81,247,608,331,56,37,59,185
80,289,608,325,55,35,59,181
82,299,592,314,62,38,61,186
113,275,549,262,65,42,74,219
113,336,696,253,68,44,71,234
131,371,689,235,60,43,71,235
136,341,741,340,72,47,77,293
147,336,741,355,76,48,83,291
135,409,795,448,86,53,100,311
137,375,744,435,82,48,95,336
120,347,734,494,94,55,97,358
118,392,663,426,92,57,97,354
108,392,715,421,89,57,93,351
118,340,795,350,82,49,61,338
121,359,777,373,86,51,64,356
134,356,826,313,76,48,62,337
130,323,847,336,70,43,57,307
129,304,800,319,68,42,65,337
117,291,671,288,60,40,68,344
113,287,750,255,53,39,60,357
106,305,752,298,69,36,70,369
110,307,844,289,79,40,72,374
112,317,885,302,87,43,65,348
122,340,893,350,90,44,105,398
145,421,819,419,111,51,150,418
171,434,941,421,111,51,177,450
196,440,853,422,107,48,180,460
198,438,801,427,99,43,180,477
193,456,915,393,100,46,162,423
179,437,1008,384,96,42,132,377
156,453,874,322,87,42,88,339
128,456,871,324,84,41,84,326
127,451,904,319,89,46,84,306
119,437,879,348,85,45,86,306
134,369,757,282,60,41,85,344
134,317,730,333,58,43,86,336
127,326,723,352,58,43,85,339
128,344,725,400,62,43,84,340
125,338,682,478,76,45,79,321
97,342,654,492,83,46,60,219
82,329,641,469,82,44,59,223
78,273,609,448,78,43,53,186
67,241,580,432,77,41,49,162
64,188,489,317,61,38,53,195
68,152,465,284,54,48,55,231
88,146,477,283,59,47,58,237
86,139,501,266,60,47,60,239
99,131,458,252,52,47,85,398
112,236,431,250,70,53,89,504
105,234,436,271,73,44,94,521
88,235,381,251,71,42,90,514
88,246,400,251,73,43,90,522
82,252,451,222,75,44,73,436
72,177,424,213,57,35,62,336
88,203,419,179,51,33,56,307
88,205,462,181,45,33,55,299
89,197,435,195,45,34,54,306
93,200,365,212,43,28,50,314
90,217,516,223,45,30,50,271
118,207,539,250,49,33,58,316
122,210,596,241,49,33,58,322
131,261,608,238,52,37,60,374
122,262,610,193,48,37,56,342
118,232,479,190,46,36,52,330
75,250,445,154,43,32,37,262
64,252,368,273,50,33,32,243
41,213,368,271,42,26,26,95
48,217,369,271,40,28,43,125
56,219,394,271,44,30,45,119
73,193,462,317,54,32,46,135
73,177,452,228,49,31,47,133
74,156,407,218,53,30,47,132
70,135,398,216,53,27,32,91
63,127,372,205,50,25,31,106
42,103,259,107,36,20,36,147
41,103,199,89,34,22,36,151
56,103,219,106,30,24,36,153
57,104,266,120,32,23,37,155
58,97,298,136,34,24,41,175
62,88,301,147,36,22,33,123
64,91,296,148,39,23,33,118
53,89,282,130,40,27,33,119
53,87,281,195,48,32,33,131
55,98,247,196,53,34,24,89
50,102,244,195,53,34,25,88
59,98,240,196,52,34,30,146
58,97,238,201,50,29,30,144
56,93,188,126,40,24,30,134
54,87,193,94,31,22,29,133
50,85,193,90,29,24,29,132
40,146,233,103,30,23,22,60
36,153,225,90,27,23,21,54
38,166,222,90,27,23,20,55
40,173,208,119,33,22,29,141
42,173,204,116,34,23,30,148
35,129,130,102,30,23,29,149
37,122,122,104,30,25,31,152
35,109,133,101,30,25,30,151
29,110,119,60,26,25,24,75
28,106,121,49,29,25,22,60
27,101,119,46,30,24,23,52
24,92,130,48,31,22,19,42
26,81,111,48,31,21,18,34
32,53,104,43,28,20,16,23
33,45,128,89,29,18,15,23
34,45,135,96,30,19,17,24
35,42,124,95,31,21,19,22
34,38,122,95,32,24,20,21
26,36,122,96,32,25,20,22
24,36,88,54,29,25,20,19
23,32,95,43,28,27,18,17
20,32,94,39,26,24,18,16
19,34,110,41,26,23,17,16
19,33,111,41,26,23,18,16
25,31,100,60,28,24,20,17
24,31,78,60,29,22,21,18
30,41,87,60,28,24,22,19
29,39,68,58,28,24,21,18
32,38,66,56,27,23,22,17
29,37,62,32,27,23,22,16
28,41,60,29,26,24,21,17
27,32,42,27,27,23,21,16
33,32,39,25,27,23,21,16
32,31,30,23,25,23,18,16
34,52,44,29,22,23,16,16
40,56,43,27,22,23,16,17
38,58,46,29,22,24,14,17
39,58,45,29,24,23,17,19
39,62,46,30,27,23,18,20
38,47,42,45,30,22,20,21
37,45,49,49,33,21,20,21
34,44,46,50,33,19,21,22
31,45,48,52,31,19,20,22
31,41,49,51,30,19,19,20
37,41,40,36,29,20,16,19
35,39,30,30,28,22,19,19
35,39,34,29,28,24,18,18
35,41,62,43,31,24,18,17
185,73,165,141,44,31,35,158
207,111,242,170,45,31,36,167
225,136,276,188,47,34,45,263
311,191,392,221,53,44,62,291
454,440,492,253,58,53,106,443
446,491,678,291,60,51,108,492
449,513,708,334,88,74,125,606
513,531,743,452,123,110,486,721
535,533,745,481,130,115,553,853
434,388,818,504,133,122,571,891
444,325,746,493,132,152,601,915
469,326,761,494,126,152,715,1088
405,294,727,388,103,134,671,1065
330,260,681,346,94,134,734,1083
316,243,662,368,92,152,734,1015
259,235,642,343,94,133,733,983
183,191,611,326,88,127,652,773
146,197,697,354,82,124,530,708
94,203,792,368,85,123,349,495
91,207,812,424,96,98,334,491
91,210,789,422,106,94,293,487
92,188,761,400,111,98,298,430
98,200,789,422,112,104,354,469
100,215,835,451,110,114,374,508
105,179,714,341,102,115,366,591
128,175,688,342,85,148,408,578
143,185,730,351,66,218,369,597
160,186,692,337,61,223,306,570
159,171,613,299,57,219,284,571
163,184,627,322,48,222,318,533
159,186,719,328,50,212,263,538
144,186,672,340,48,139,242,526
129,163,607,301,47,124,240,489
131,156,564,317,49,133,239,456
126,134,544,283,48,139,172,457
131,152,583,323,53,135,244,449
134,148,709,341,52,129,239,416
155,134,699,332,47,131,242,464
158,145,674,295,52,153,250,463
174,158,748,304,58,150,252,449
175,176,816,361,55,132,165,433
193,211,795,329,62,136,180,418
182,220,829,336,67,137,254,368
182,210,809,327,62,106,251,419
170,230,783,325,58,87,256,344
154,211,636,196,56,85,255,348
132,194,573,231,57,82,243,368
124,195,637,235,52,112,235,422
128,195,693,254,51,104,230,413
129,184,773,307,49,110,225,415
130,185,791,325,46,110,228,440
130,159,807,309,39,110,236,504
123,147,756,308,40,79,229,458
116,141,716,307,46,116,256,417
116,112,613,245,56,121,285,534
133,98,515,211,62,125,293,522
130,92,442,199,64,124,357,438
140,123,393,212,65,125,319,481
143,137,482,232,63,87,297,487
143,136,456,246,55,77,268,402
142,144,477,259,53,82,330,414
145,150,515,247,50,89,291,428
139,154,618,254,47,86,285,373
195,205,640,246,76,110,300,386
196,217,632,227,76,122,301,325
186,214,612,219,77,117,215,276
179,212,589,244,81,113,159,228
181,240,574,285,89,114,241,222
115,190,466,266,63,88,229,170
91,181,459,295,66,61,226,152
80,178,462,296,66,56,230,179
78,176,468,269,74,52,229,170
78,135,484,224,73,90,162,170
86,140,508,266,77,154,191,387
88,129,493,228,73,162,192,409
86,120,487,224,70,167,183,406
85,114,459,241,72,168,183,411
68,105,280,226,69,151,151,411
59,133,288,225,73,92,101,213
54,186,388,247,79,74,79,167
90,347,549,300,89,65,87,133
93,365,566,287,80,61,86,111
96,360,554,276,79,57,88,91
92,354,527,235,75,46,65,62
90,336,462,215,68,44,67,53
61,207,430,175,63,39,53,44
54,183,449,193,61,40,43,37
53,179,458,196,55,34,41,32
50,178,460,203,51,34,42,27
48,176,492,243,55,37,40,96
40,130,362,238,43,35,40,100
40,125,332,230,40,29,39,103
46,171,417,230,41,29,38,106
46,168,475,251,41,27,33,106
47,162,445,228,42,26,29,54
44,160,440,200,43,26,26,45
43,159,428,188,41,25,25,38
28,99,329,178,39,22,21,25
24,78,193,128,38,23,20,24
21,64,156,82,35,22,19,22
21,59,123,61,37,20,18,21
22,73,168,59,38,22,24,25
33,152,253,62,41,36,27,28
34,161,261,58,39,40,27,29
35,165,268,55,45,41,28,29
40,176,269,50,43,42,28,29
41,168,236,54,46,43,22,25
33,108,175,115,41,32,19,19
78,104,166,123,43,30,18,22
217,183,306,140,50,48,24,36
230,185,324,142,53,50,24,36
236,192,324,142,51,50,24,37
240,191,316,109,53,56,25,38
233,187,341,151,66,56,27,37
118,122,254,150,59,42,23,27
90,132,229,149,58,40,27,26
78,119,224,148,56,37,28,26
67,120,208,139,55,29,26,24
52,119,156,82,39,25,23,22
46,105,82,77,38,23,23,20
39,69,101,80,42,23,19,21
36,90,212,83,44,27,20,24
34,97,235,82,44,26,22,25
34,97,238,79,42,26,25,26
38,98,239,55,36,25,27,26
42,97,232,45,27,24,27,25
116,97,198,37,31,21,26,29
127,103,176,37,34,21,27,31
143,103,177,41,35,22,35,33
202,111,177,50,65,50,129,123
203,118,173,94,76,56,155,142
179,113,107,106,76,56,159,143
176,97,95,107,78,56,178,173
197,103,81,108,79,58,245,318
146,100,76,141,64,96,347,381
154,107,72,151,70,106,371,398
158,103,66,178,80,107,379,406
158,106,64,184,79,110,373,397
154,104,66,190,80,116,361,387
216,104,73,233,115,92,330,476
231,133,72,326,183,103,329,496
271,200,91,482,241,116,356,537
305,222,155,563,334,119,390,645
328,241,168,595,352,123,403,684
392,253,171,630,359,138,361,698
457,283,187,625,338,127,404,695
501,290,227,650,322,129,410,709
726,360,209,652,238,163,446,730
816,364,233,668,225,193,484,721
797,370,237,684,223,202,522,689
843,346,250,785,230,211,515,713
898,372,237,722,219,238,610,766
795,347,245,750,251,236,601,801
834,413,254,810,257,214,660,799
854,410,294,796,273,203,753,790
852,432,363,897,375,215,750,760
851,411,379,1004,396,214,713,743
867,390,380,1032,413,197,799,649
819,326,380,1028,453,208,777,685
931,359,376,1061,476,218,686,686
971,336,301,966,406,208,680,690
925,363,276,903,388,196,689,621
956,351,290,955,384,209,574,567
940,346,285,985,384,232,500,459
870,332,339,1122,418,223,470,416
765,360,376,1149,435,238,585,534
818,314,398,1179,523,238,564,592
791,331,382,1116,513,235,611,709
856,321,368,1093,494,200,619,715
852,296,311,997,450,189,694,752
910,266,288,958,424,162,619,681
890,257,378,995,439,148,611,722
886,305,386,1024,436,128,550,630
793,306,379,997,421,134,550,623
778,308,371,944,423,159,506,584
699,331,376,945,464,169,514,601
673,350,292,898,431,209,511,546
671,287,288,830,425,210,575,536
717,309,313,844,420,216,564,542
746,315,317,914,436,206,502,536
785,308,328,932,488,216,510,508
794,289,285,861,426,170,533,428
745,300,276,864,444,164,486,418
671,275,275,807,440,154,472,413
560,266,353,647,395,180,480,388
494,278,601,504,268,327,416,559
413,282,699,427,218,345,352,656
317,265,821,345,145,365,308,670
276,270,867,324,136,392,312,669
252,262,931,314,126,393,282,658
221,253,900,304,109,271,261,581
172,265,970,320,113,246,194,512
146,265,908,321,114,215,162,469
144,290,1027,374,105,155,123,432
125,329,1160,446,103,103,113,408
106,312,1146,435,94,83,83,274
99,328,1148,480,118,85,89,144
92,317,1168,471,108,85,91,125
97,292,1064,451,122,84,90,115
92,251,867,394,123,82,83,109
85,217,804,374,120,79,71,102
65,135,691,282,89,63,66,73
68,167,660,278,94,63,67,175
51,192,723,260,78,52,65,176
53,187,676,243,63,49,60,182
53,191,653,234,63,42,56,184
58,206,624,280,64,41,38,183
54,193,589,266,56,35,35,110
51,149,433,240,47,34,33,116
56,141,455,220,45,29,40,138
69,157,465,244,50,30,54,143
74,139,422,203,46,29,55,151
75,126,386,199,45,27,52,138
93,122,412,188,42,30,83,187
100,139,409,184,42,34,95,215
97,122,398,154,39,38,93,216
89,117,393,121,32,37,94,219
90,112,440,133,32,36,96,220
72,145,436,129,34,35,79,193
75,128,406,135,37,33,71,167
79,136,366,135,35,29,75,176
82,145,418,196,40,31,78,170
88,160,436,199,40,32,75,203
92,131,407,207,39,33,69,190
95,166,432,219,41,34,62,190
91,156,461,223,40,32,56,193
104,175,518,227,49,44,56,254
100,173,471,222,49,45,60,287
67,31,24,71,43,41,148,349
57,40,24,67,40,41,154,364
69,41,26,104,43,40,153,379
71,38,25,107,42,40,153,380
82,38,24,116,43,39,160,419
94,39,28,121,44,45,173,385
95,42,29,120,44,46,172,394
90,44,27,100,41,47,178,401
108,44,28,105,52,47,182,414
149,59,29,94,52,49,185,408
150,59,24,86,49,34,128,345
229,59,29,130,60,44,228,491
241,60,33,134,64,43,238,494
237,61,33,127,54,44,236,486
216,49,32,133,57,42,233,491
210,48,33,137,59,43,242,505
131,39,28,100,48,32,149,363
109,38,24,95,41,31,132,343
113,60,29,103,43,30,138,350
216,63,29,95,39,32,149,404
239,65,28,108,42,28,129,453
235,66,28,134,56,28,125,461
249,67,32,139,61,29,123,482
270,96,30,140,58,31,134,531
200,121,42,140,58,27,111,470
215,136,50,132,54,26,133,485
258,158,54,107,46,36,158,588
261,169,65,92,42,43,179,577
248,158,66,83,43,42,177,652
314,148,67,86,46,52,229,747
299,155,75,76,47,57,237,710
265,151,79,60,39,51,226,611
257,150,98,53,36,49,213,620
249,230,155,54,41,51,204,494
171,247,159,50,37,44,144,337
148,256,158,44,33,38,97,272
147,250,173,46,34,37,86,257
137,274,182,49,34,33,68,210
166,250,167,43,27,30,56,175
139,236,163,39,27,28,48,103
133,227,169,39,28,29,43,86
128,239,176,37,25,27,39,85
120,223,179,30,24,28,38,98
62,181,155,29,30,31,43,127
69,215,179,33,33,43,54,165
158,226,212,55,41,46,96,255
