32,80,61,76,31,20,21,53
34,62,63,38,20,20,21,57
46,56,63,49,23,19,21,59
47,46,62,48,23,19,18,60
47,36,135,47,23,16,19,53
44,34,151,47,22,17,18,36
41,34,150,45,23,18,17,27
35,34,148,30,22,18,18,34
38,31,167,63,26,20,18,33
52,30,127,65,24,20,16,35
54,30,118,64,25,21,17,34
56,33,147,64,23,21,18,34
53,31,152,64,23,21,17,22
53,29,134,34,19,21,16,24
46,29,127,29,19,21,16,63
46,31,118,29,20,21,19,69
45,27,80,31,19,21,18,70
46,28,64,28,20,20,19,72
43,28,58,26,21,18,20,72
36,31,61,25,22,18,21,48
39,28,56,25,21,17,19,60
42,30,67,21,21,15,20,65
40,29,70,24,20,16,19,64
42,30,69,23,19,18,18,68
42,26,73,22,20,18,18,63
34,28,90,22,23,17,18,45
27,30,90,23,22,18,17,37
25,28,88,20,22,19,20,36
63,28,90,19,22,18,19,59
69,30,86,19,20,18,19,64
69,31,72,20,18,18,19,68
70,27,56,19,18,19,19,68
70,27,59,20,19,17,17,69
41,31,75,21,18,17,17,47
33,31,75,22,20,16,17,39
39,28,74,23,21,17,15,46
40,27,77,25,20,16,18,53
39,30,73,25,20,16,18,54
36,27,53,25,20,16,18,53
41,26,40,24,19,15,20,54
38,27,36,24,20,16,20,51
37,26,24,20,21,18,17,43
41,27,25,21,23,19,18,58
43,25,25,22,23,18,19,61
35,27,34,22,23,17,17,59
33,26,44,21,20,16,19,56
33,27,45,22,21,16,20,57
31,26,56,20,19,15,19,41
28,26,56,19,19,17,20,37
39,25,63,22,21,18,20,60
40,28,58,20,21,18,20,59
38,28,59,21,20,20,20,58
38,27,55,20,20,22,20,57
39,27,55,20,20,22,21,64
27,28,42,18,21,24,22,44
26,25,46,20,21,24,19,42
28,25,74,19,20,22,18,41
26,26,74,21,22,21,18,39
35,27,75,22,23,21,18,46
41,28,81,22,21,16,18,49
41,31,78,22,21,20,20,55
39,29,54,22,22,19,20,56
40,28,50,21,19,21,21,57
31,27,47,22,21,20,19,45
23,25,37,22,20,22,18,40
22,25,35,20,19,19,19,28
22,26,41,22,20,22,20,27
23,27,49,23,23,20,18,24
23,32,66,23,21,19,18,20
23,32,65,25,23,18,18,20
23,30,69,25,24,20,17,17
31,31,70,24,24,19,15,20
53,33,71,23,21,22,18,22
54,32,99,22,21,23,18,22
56,32,103,20,20,25,18,22
58,32,107,22,19,23,18,23
54,36,122,25,18,23,19,20
34,36,126,42,23,22,17,18
62,36,144,137,33,21,17,20
105,39,152,147,37,19,16,29
112,41,162,159,45,22,19,30
131,63,221,244,101,31,20,33
139,70,220,252,106,33,43,47
192,71,199,225,107,36,131,142
208,103,199,227,112,62,225,187
240,118,192,249,147,70,248,230
250,115,118,179,122,75,287,319
260,132,122,171,120,89,340,346
249,141,125,223,131,98,334,346
259,131,114,225,130,94,418,356
237,133,112,208,92,93,459,393
229,136,96,217,90,95,458,375
245,128,93,245,101,97,477,576
231,127,77,212,89,90,487,577
199,123,78,255,130,91,390,581
212,125,83,282,142,106,392,653
246,135,90,278,144,102,392,661
322,177,93,372,167,90,343,501
352,204,97,420,183,93,358,549
386,215,120,476,228,111,366,589
453,217,133,486,230,106,441,549
480,216,143,582,256,129,514,535
497,223,185,633,306,145,511,561
509,233,213,702,327,155,565,600
533,243,206,695,288,144,586,579
601,265,204,718,296,148,497,533
625,269,217,795,317,133,420,523
620,247,209,844,297,118,450,516
620,247,191,783,270,109,391,512
633,245,196,833,298,132,429,534
616,227,209,897,319,140,468,538
571,242,215,923,294,155,499,566
624,241,209,941,310,170,575,576
689,221,234,946,310,202,677,523
666,232,249,917,280,204,661,502
703,223,269,881,276,208,685,501
801,216,330,917,363,226,716,534
735,251,328,802,332,220,709,520
683,252,308,804,330,197,642,479
739,260,328,888,366,192,731,485
791,319,308,929,363,194,756,476
729,345,318,959,330,193,730,430
773,378,318,961,325,199,690,437
777,381,332,1018,353,213,689,531
742,370,312,982,360,200,584,525
580,330,307,973,345,194,634,521
670,296,220,848,298,166,669,544
649,215,210,881,341,160,822,572
664,265,208,887,338,133,827,512
656,292,196,865,308,160,851,496
702,328,220,878,345,148,837,509
647,327,208,827,326,148,806,468
636,337,211,826,277,152,674,434
621,308,203,824,288,169,657,480
617,288,216,919,340,155,630,582
579,257,205,887,328,162,635,564
554,256,268,916,356,165,639,593
639,286,287,932,394,166,593,613
734,272,281,884,379,156,586,602
865,281,269,811,345,152,726,558
922,368,283,909,396,163,745,658
982,384,284,1012,442,168,754,670
944,394,276,1020,413,176,825,668
899,397,307,1072,426,173,881,697
816,399,312,1052,412,188,775,665
824,334,314,1033,344,189,709,588
870,368,266,912,278,184,736,590
877,333,259,861,297,165,706,558
870,341,230,835,273,169,635,532
862,352,227,882,301,162,626,536
824,347,231,793,290,147,599,539
763,335,253,840,294,147,558,498
749,347,262,869,286,151,556,547
817,348,267,858,289,141,621,525
779,337,277,892,282,120,624,502
754,358,258,902,294,125,776,495
727,370,239,872,284,174,881,496
699,372,255,872,286,192,902,453
721,414,242,878,294,194,929,502
769,416,234,841,276,215,928,505
776,387,258,874,364,230,836,520
726,369,291,875,421,199,799,624
738,344,289,951,438,186,755,613
589,284,302,983,445,190,680,584
552,256,294,901,441,176,668,580
504,245,310,963,389,163,674,583
480,209,293,955,324,163,685,496
532,209,277,852,278,154,660,486
646,235,265,764,248,152,671,448
662,237,280,803,245,146,725,481
677,224,242,649,221,135,754,484
748,218,234,655,209,130,653,464
769,244,252,719,258,147,669,511
753,234,277,806,274,165,630,537
747,224,259,773,306,169,578,523
774,240,270,874,326,174,498,506
784,272,252,853,322,177,490,494
794,266,224,836,309,184,502,458
775,254,185,754,295,163,502,471
769,270,190,778,267,158,536,487
739,276,183,708,246,160,562,535
722,244,217,802,281,159,762,627
690,259,257,928,334,137,761,685
696,261,263,946,340,154,819,727
764,268,279,927,343,168,831,727
769,304,266,965,352,153,796,716
784,384,248,966,350,154,665,641
793,366,214,886,301,159,640,567
853,400,254,891,313,151,589,487
825,393,231,897,329,142,559,456
887,357,244,835,340,146,572,410
856,284,269,815,321,133,497,427
822,293,286,750,308,124,517,485
728,228,296,833,394,121,502,494
646,305,306,914,389,125,528,524
535,299,330,957,388,119,577,513
554,287,313,911,396,126,617,501
525,283,295,900,400,135,625,463
515,297,251,830,313,134,599,468
617,207,265,776,291,121,554,449
751,228,264,762,289,123,491,444
776,258,284,885,325,124,451,451
812,270,292,879,329,116,402,438
847,264,297,878,309,118,457,454
840,282,278,883,319,122,484,435
743,300,252,873,324,141,545,493
685,271,241,791,294,142,546,481
687,276,242,844,297,142,583,473
636,282,255,871,303,136,567,455
632,285,284,940,305,143,582,446
685,325,290,954,284,136,538,380
728,339,291,953,270,148,548,425
692,345,300,918,289,148,520,434
687,350,280,843,299,148,521,403
646,340,257,792,317,140,478,431
645,292,241,793,305,133,459,470
594,301,220,757,298,106,431,414
635,272,197,747,250,101,438,405
672,264,235,791,246,111,524,427
665,253,222,737,217,106,560,413
646,248,225,741,242,100,672,390
610,246,239,809,302,108,804,416
675,249,242,840,331,119,805,425
645,274,216,849,342,106,759,396
703,310,263,861,400,141,779,456
729,314,261,820,402,144,683,478
829,328,254,791,370,153,556,457
739,335,258,768,356,142,564,459
776,305,293,855,375,162,605,510
777,273,281,861,314,145,562,449
749,293,272,873,319,150,616,387
678,254,276,851,322,166,619,421
733,274,275,838,322,174,606,437
683,278,265,836,387,156,535,390
603,319,255,862,403,150,516,404
631,318,275,837,389,147,477,461
640,313,267,810,375,121,417,441
583,288,264,874,367,113,378,447
648,313,238,805,280,122,368,465
653,273,218,747,260,129,460,472
575,243,194,721,250,125,466,427
572,260,199,746,250,128,510,414
582,271,196,700,256,130,583,374
565,240,181,697,277,132,638,415
594,233,179,714,259,118,561,392
660,307,177,709,289,121,563,418
640,307,188,739,290,130,523,444
680,326,190,752,311,132,538,432
695,332,233,762,347,156,519,413
735,365,241,766,352,157,520,403
770,308,250,818,341,155,494,378
771,306,231,749,347,138,515,347
720,268,246,745,326,148,479,408
724,262,214,692,232,134,423,364
664,243,213,654,225,142,426,410
557,248,263,753,235,142,472,437
572,248,286,817,250,140,468,422
580,316,300,849,249,131,457,360
553,320,314,880,250,108,471,321
565,339,337,975,295,111,478,278
626,333,315,956,295,121,452,302
574,330,304,913,273,125,451,327
560,257,278,835,270,116,420,340
506,265,271,842,292,113,434,350
509,214,230,705,238,107,454,342
480,233,204,560,206,101,434,308
518,235,189,554,195,106,426,298
525,244,197,717,232,115,435,301
550,273,182,684,211,117,410,286
559,277,194,748,261,109,373,277
508,249,178,732,266,103,348,217
548,233,173,704,272,96,345,194
522,221,136,511,232,86,297,149
472,149,123,455,214,152,290,156
399,135,127,327,144,290,264,158
384,109,216,297,111,331,306,300
205,100,225,250,62,336,274,304
184,110,251,229,56,358,315,357
164,113,359,155,53,389,324,405
175,141,606,200,62,319,314,450
140,146,621,199,59,276,236,401
161,159,668,224,60,273,228,456
185,192,803,280,65,260,159,597
216,202,860,327,64,189,140,642
203,173,814,304,60,191,153,700
208,198,847,348,88,196,153,708
193,192,851,347,92,192,148,674
168,164,771,313,90,174,156,575
127,165,732,317,98,168,159,511
113,174,655,335,99,128,149,403
114,186,657,323,89,118,151,370
124,207,739,312,89,121,156,414
152,200,829,313,91,132,144,491
163,233,917,284,110,116,126,534
180,354,921,279,121,118,150,584
186,369,883,250,117,119,150,618
189,422,848,294,117,113,155,610
174,456,877,402,122,85,170,602
161,468,859,475,117,73,162,607
174,493,1097,597,134,68,139,559
180,527,1175,647,153,76,161,577
176,508,1241,678,163,82,159,576
179,543,1235,644,166,83,152,478
217,563,1202,593,153,81,153,430
215,535,1004,489,127,76,159,434
226,484,965,442,108,65,128,374
260,556,946,420,103,53,130,369
254,518,925,457,114,58,115,396
232,497,909,480,126,69,288,407
241,459,899,468,130,72,296,446
225,480,867,497,142,78,310,469
202,482,884,522,149,77,318,492
199,499,833,528,152,70,321,521
194,511,823,516,154,68,258,550
180,541,865,518,153,75,309,511
168,544,834,513,145,72,331,483
139,439,726,468,136,75,332,449
184,427,714,405,121,78,342,502
189,432,819,421,111,73,290,449
174,395,760,494,120,67,299,513
199,443,917,525,132,66,289,660
199,477,1009,548,130,61,277,668
156,488,1048,647,145,62,263,615
146,454,983,633,153,65,266,632
146,501,1015,617,154,63,172,593
116,450,1008,590,133,57,227,432
139,423,935,557,132,61,251,477
166,555,974,492,129,64,257,538
164,593,1022,492,118,58,263,525
157,568,1003,433,104,59,308,504
166,630,1024,418,113,58,266,541
163,644,1038,473,123,57,259,556
137,518,1006,459,112,53,254,455
136,471,933,507,125,53,253,441
146,476,956,516,127,53,323,469
138,438,825,497,124,56,320,438
120,432,801,449,108,51,331,343
143,462,810,530,123,50,333,354
148,482,786,513,114,53,347,351
140,437,758,537,121,53,271,297
135,383,756,524,117,49,252,270
145,401,747,524,120,52,232,288
126,379,729,399,95,46,276,294
131,363,731,387,92,44,269,337
149,363,787,322,75,44,291,354
150,416,862,352,79,46,294,347
146,440,959,404,83,53,290,333
166,444,989,440,87,61,247,356
163,475,994,424,101,61,220,306
177,508,978,498,144,79,257,368
187,502,996,498,144,79,255,388
188,467,913,458,146,77,258,401
181,505,811,418,147,71,271,477
202,516,836,520,140,71,346,525
192,571,908,568,142,67,277,554
189,599,882,755,165,68,280,571
190,587,926,768,161,66,322,574
175,553,991,797,160,67,317,500
150,532,1044,729,159,67,245,452
131,437,981,658,125,53,236,347
126,371,923,436,94,49,233,377
122,366,927,445,104,48,247,386
139,422,893,416,103,49,238,379
150,417,876,464,107,47,226,412
152,487,912,493,123,50,227,461
146,472,922,513,133,56,229,396
163,503,880,556,153,68,211,453
148,449,852,560,153,65,210,435
141,439,761,520,148,66,220,418
135,357,682,491,134,61,218,377
143,371,690,494,121,63,208,380
120,334,628,420,90,53,126,325
136,369,648,399,99,77,144,479
138,407,772,466,109,84,131,465
140,406,782,446,103,83,124,459
129,397,871,400,105,81,126,463
138,418,872,377,99,80,126,451
133,371,859,368,89,61,90,299
122,318,733,268,73,51,87,325
126,355,798,392,93,57,84,321
135,326,643,389,89,53,75,281
128,311,626,435,90,53,86,338
138,314,697,467,90,49,85,353
134,327,742,482,92,49,76,322
124,284,615,397,73,42,80,316
110,305,648,397,75,45,100,395
100,296,667,361,70,44,77,321
117,297,534,310,59,44,83,297
118,264,564,286,57,44,83,307
117,264,582,299,57,41,81,346
128,257,644,327,72,38,57,263
148,267,660,352,95,51,80,335
117,283,726,372,106,55,78,343
122,319,693,358,106,55,77,335
123,350,792,337,110,57,75,295
115,356,768,331,104,56,75,298
